property_id,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
PROP207517,"Play Area, Wifi, Pool, Club House",13,Good,2017,A,63,87
PROP207518,"Wifi, Club House, Power Backup, Pool",15,Old,2431,A,44,56
PROP207519,"Garden, Wifi, Intercom, Play Area",14,New,1893,B,52,36
PROP207520,"Intercom, Wifi, Parking, Security, Garden",26,New,1755,A,91,61
PROP207521,"Garden, Play Area, Security, Gym, Wifi",15,New,990,D,64,43
PROP207522,"Pool, Parking, Security, Power Backup, CCTV",6,Good,4953,A,63,30
PROP207523,"Garden, Security",29,New,3330,C,40,78
PROP207524,"Club House, Garden",35,Good,834,E,42,72
PROP207525,"Security, Pool, Intercom",26,Good,3402,F,50,66
PROP207526,"Pool, Wifi, Power Backup, Play Area, Security",32,Old,,A,60,82
PROP207527,"Lift, Pool, Gym, Power Backup, Club House",16,Needs Renovation,715,F,,77
PROP207528,"Parking, Security",,Old,2934,B,62,63
PROP207529,"Intercom, Parking",15,Needs Renovation,2283,E,43,55
PROP207530,"Club House, CCTV, Power Backup",15,Needs Renovation,2012,D,91,55
PROP207531,"Play Area, Security, Garden",27,Old,1733,D,46,96
PROP207532,"Security, Parking, Power Backup",2,New,4093,D,59,77
PROP207533,"Wifi, Power Backup",17,Old,2231,D,76,73
PROP207534,"CCTV, Garden, Intercom, Wifi",,Good,4776,B,94,49
PROP207535,"CCTV, Parking",25,Needs Renovation,1206,A,71,84
PROP207536,"CCTV, Security, Wifi, Play Area, Lift",10,Old,3938,A,43,70
PROP207537,"Parking, Security, Intercom, Gym, CCTV",13,Good,4220,C,52,58
PROP207538,"Pool, Garden, Gym",5,Good,5683,B,99,56
PROP207539,"Parking, Lift, Pool",10,Old,1806,E,78,71
PROP207540,"Lift, Power Backup, Pool",23,Old,2642,E,81,75
PROP207541,"Pool, Club House, Intercom, Parking, Gym",34,Needs Renovation,2413,E,72,
PROP207542,"CCTV, Intercom",19,Old,1366,E,89,62
PROP207543,"Power Backup, Pool, Intercom, Play Area",,Good,4276,A,54,85
PROP207544,"Pool, Lift, Security, Gym, Play Area",24,Needs Renovation,3234,B,78,
PROP207545,"Power Backup, Club House, Play Area, Gym, Security",36,Old,3388,B,66,36
PROP207546,"Lift, Wifi",35,New,1228,E,68,90
PROP207547,"CCTV, Garden, Lift",0,Old,2053,A,97,
PROP207548,"Lift, Parking, Play Area, Intercom, Gym",15,Old,1108,A,45,91
PROP207549,"CCTV, Parking, Club House, Garden, Power Backup",12,New,3751,E,95,39
PROP207550,"Gym, Garden",4,New,2769,E,75,47
PROP207551,"Garden, Intercom, Wifi, Lift, Gym",12,Needs Renovation,2283,B,99,57
PROP207552,"Wifi, Power Backup, CCTV, Security",16,Good,2434,A,42,33
PROP207553,"Wifi, Pool, CCTV",32,Old,2853,C,85,57
PROP207554,"Gym, Club House, Security, Parking",39,Good,2720,C,91,70
PROP207555,"Club House, Pool, Play Area, Gym",28,Needs Renovation,2898,B,56,93
PROP207556,"CCTV, Lift, Intercom, Club House, Play Area",17,Needs Renovation,2320,D,89,60
PROP207557,"Wifi, Club House, Gym",2,Good,1962,C,80,45
PROP207558,"Security, Lift, Pool, Wifi",,Good,2455,A,88,81
PROP207559,"CCTV, Play Area, Power Backup, Lift, Intercom",1,Needs Renovation,1452,F,,74
PROP207560,"CCTV, Power Backup, Lift, Play Area",16,Needs Renovation,1780,C,76,53
PROP207561,"Play Area, Club House, Parking",26,Old,2916,C,58,44
PROP207562,"Gym, Intercom",7,Needs Renovation,3207,B,84,60
PROP207563,"Power Backup, Wifi, Pool",2,Good,1838,E,92,35
PROP207564,"CCTV, Power Backup, Gym",33,Good,4437,E,56,49
PROP207565,"Play Area, CCTV",18,New,2418,D,67,73
PROP207566,"Intercom, Pool, Lift",33,New,3408,C,48,40
PROP207567,"Parking, Wifi",28,Needs Renovation,2742,A,47,30
PROP207568,"Gym, Wifi, Lift",36,Good,2994,A,84,
PROP207569,"Play Area, Club House, Pool",35,Needs Renovation,2851,C,54,82
PROP207570,"Gym, Security, Pool",10,Old,3731,E,52,39
PROP207571,"Intercom, CCTV, Lift",23,Good,2671,E,84,44
PROP207572,"Security, CCTV",32,Needs Renovation,3244,D,71,98
PROP207573,"Parking, CCTV, Security, Pool",24,New,2134,A,,52
PROP207574,"Garden, Club House, Lift",9,Needs Renovation,1725,B,81,57
PROP207575,"Play Area, Intercom, Pool, Gym, Garden",0,Old,1411,C,69,78
PROP207576,"Lift, Security, Power Backup, Pool, Garden",27,New,0,F,76,78
PROP207577,"Wifi, Power Backup, Garden",12,Good,4302,F,97,51
PROP207578,"Gym, Wifi, Lift, Club House, Power Backup",39,Needs Renovation,3274,B,95,58
PROP207579,"Gym, Club House",4,New,1761,E,79,70
PROP207580,"Pool, Gym",34,Needs Renovation,2015,C,91,69
PROP207581,"Parking, Power Backup, Lift",25,New,680,B,94,34
PROP207582,"Wifi, Parking",11,Old,1165,E,63,48
PROP207583,"CCTV, Gym",24,Old,2785,B,48,54
PROP207584,"Play Area, Security, Power Backup, Lift",,Old,1948,E,44,
PROP207585,"Play Area, Security, CCTV, Lift, Wifi",12,Old,928,A,64,92
PROP207586,"Gym, Power Backup, CCTV",10,New,2456,B,,82
PROP207587,"CCTV, Club House",33,New,2237,E,49,
PROP207588,"Intercom, Play Area, Wifi, Security, CCTV",22,Good,2639,B,58,73
PROP207589,"Power Backup, Lift, Wifi",24,Good,4207,A,93,57
PROP207590,"Power Backup, Garden, Play Area, Gym",1,Needs Renovation,762,E,54,78
PROP207591,"Parking, Power Backup, Pool, Club House",38,Old,2985,A,89,92
PROP207592,"Lift, Play Area, Power Backup",14,Good,3692,B,80,38
PROP207593,"Parking, Lift, Club House, Wifi",16,Good,2728,C,,32
PROP207594,"Intercom, Play Area",,Old,3305,C,81,75
PROP207595,"Garden, Power Backup, Gym, Play Area",3,Needs Renovation,1259,D,90,62
PROP207596,"CCTV, Play Area",,Old,80,D,58,67
PROP207597,"Intercom, Wifi, Gym, CCTV, Security",34,Good,2336,F,95,
PROP207598,"Lift, Wifi",16,Old,2651,B,99,37
PROP207599,"Wifi, Play Area, Garden, Parking",2,Good,2484,B,97,52
PROP207600,"Lift, Play Area, CCTV, Security",7,Old,205,C,52,43
PROP207601,"Pool, Gym, Wifi",1,Old,2591,C,87,54
PROP207602,"Parking, Lift, Intercom, Pool",17,New,0,A,92,53
PROP207603,"Play Area, Parking, Security, Garden, Wifi",30,Old,1261,E,65,31
PROP207604,"Play Area, Intercom, Club House, Gym",22,New,3523,A,61,69
PROP207605,"Security, Lift, Club House, Play Area, Garden",12,Old,2577,B,51,43
PROP207606,"Lift, Parking, Intercom, Power Backup",26,New,1232,A,75,52
PROP207607,"CCTV, Power Backup, Intercom, Club House, Lift",31,New,4566,D,65,40
PROP207608,"Power Backup, Parking, Wifi",39,Old,,F,77,54
PROP207609,"Lift, Intercom, Power Backup, Pool",12,Good,1374,A,40,96
PROP207610,"Gym, Parking, Wifi, Club House",6,Old,3746,F,53,82
PROP207611,"Pool, CCTV, Power Backup",38,New,3753,B,75,50
PROP207612,"Lift, Play Area",23,Needs Renovation,1645,B,79,70
PROP207613,"Parking, Security, Garden",37,Good,2746,C,51,64
PROP207614,"Parking, Power Backup, Wifi, Gym",38,Old,3344,A,97,
PROP207615,"CCTV, Intercom, Security, Club House",13,Needs Renovation,,B,82,88
PROP207616,"Lift, Power Backup, Intercom, Play Area, Garden",6,Needs Renovation,2532,C,89,33
PROP207617,"Play Area, Pool, Intercom, Security, Power Backup",6,Good,,B,91,68
PROP207618,"Lift, Club House, CCTV, Garden",33,New,2401,B,78,70
PROP207619,"CCTV, Pool, Power Backup, Security",22,Needs Renovation,363,E,92,84
PROP207620,"Gym, Security, Pool, Wifi",2,Good,425,B,69,50
PROP207621,"Security, Wifi, Gym, Play Area",12,Needs Renovation,25,A,55,34
PROP207622,"Parking, Wifi, Power Backup, Security",26,Old,1355,F,61,56
PROP207623,"Wifi, Play Area, Lift",26,Old,1729,E,58,49
PROP207624,"Power Backup, Pool, Garden, Play Area",,New,1658,E,56,84
PROP207625,"Play Area, Security, CCTV",9,Old,2613,D,46,91
PROP207626,"Club House, Wifi",36,Good,4003,D,83,33
PROP207627,"Security, Gym, Play Area, Pool, CCTV",23,Needs Renovation,3869,E,95,80
PROP207628,"Garden, Lift",17,Good,4452,F,42,34
PROP207629,"Garden, Pool, Lift, Parking, Club House",35,Good,2597,B,62,57
PROP207630,"Parking, Club House, Gym, Play Area, Wifi",2,Needs Renovation,331,E,57,69
PROP207631,"Lift, Play Area",18,Old,866,F,79,35
PROP207632,"Pool, Club House, Power Backup, Parking, Lift",17,Needs Renovation,2003,A,81,76
PROP207633,"Wifi, Security, Lift, Gym",28,Good,1317,F,64,42
PROP207634,"Club House, Power Backup, Security, Pool",27,Old,3757,D,60,67
PROP207635,"Club House, Gym",15,Needs Renovation,3165,E,,93
PROP207636,"Intercom, Garden",19,New,3840,C,87,46
PROP207637,"Play Area, CCTV, Security",12,New,1611,A,45,95
PROP207638,"Intercom, Parking, Club House, Play Area, CCTV",36,Old,5532,A,47,65
PROP207639,"Lift, Security, Parking, Intercom, Gym",14,Good,3757,C,40,84
PROP207640,"Gym, Wifi",33,Good,2754,A,60,52
PROP207641,"Security, Power Backup, Pool, Parking, Club House",10,New,2805,D,81,65
PROP207642,"Play Area, Garden, Pool, Wifi",36,Needs Renovation,3387,E,53,31
PROP207643,"Garden, Wifi",,New,1691,B,80,68
PROP207644,"Lift, Intercom, Garden",38,Needs Renovation,3575,E,90,70
PROP207645,"Intercom, Club House, Power Backup, Pool, CCTV",23,Old,2320,A,95,59
PROP207646,"Wifi, Intercom, Garden, Gym, Power Backup",7,Good,1476,B,49,83
PROP207647,"Garden, Wifi, Pool, Play Area",6,Old,2663,F,43,59
PROP207648,"Power Backup, Parking",38,Old,2167,F,74,77
PROP207649,"CCTV, Garden, Wifi, Gym, Intercom",18,Old,927,D,64,
PROP207650,"Power Backup, Lift, Gym",32,Old,1418,C,78,92
PROP207651,"Garden, Pool, Parking, Power Backup",19,New,1323,F,40,
PROP207652,"Parking, CCTV, Club House, Wifi, Intercom",20,Needs Renovation,3610,C,68,96
PROP207653,"Play Area, Gym, Security, Wifi, Pool",11,Good,,F,91,33
PROP207654,"Security, Lift, Wifi, Pool, Intercom",32,Good,4760,E,80,49
PROP207655,"Play Area, Lift",4,New,2230,F,59,77
PROP207656,"Power Backup, Lift, Intercom, Pool, Gym",14,New,4765,A,49,99
PROP207657,"Power Backup, Intercom, Wifi, Lift",3,Needs Renovation,2348,A,92,57
PROP207658,"Security, Intercom, Power Backup",10,Needs Renovation,2232,D,42,98
PROP207659,"Parking, Club House, Gym, Play Area, Garden",4,New,2082,E,40,46
PROP207660,"Club House, Gym, Lift, Security",18,Old,3098,D,54,37
PROP207661,"Lift, Club House",10,New,2949,A,65,67
PROP207662,"Lift, CCTV, Power Backup",12,Good,0,A,81,98
PROP207663,"Intercom, Club House",38,Needs Renovation,2045,D,55,91
PROP207664,"Intercom, Club House",34,Good,963,D,68,94
PROP207665,"Intercom, Garden",27,Old,,B,78,41
PROP207666,"Club House, Play Area, Pool, CCTV, Parking",11,Needs Renovation,2314,C,76,
PROP207667,"Intercom, CCTV, Wifi",3,Needs Renovation,,C,72,
PROP207668,"Wifi, Lift, Security, Intercom, Gym",23,Good,1566,F,67,48
PROP207669,"Gym, Security, Club House, Lift",12,Needs Renovation,2745,D,61,
PROP207670,"Parking, Pool, Security",8,Old,2854,A,57,35
PROP207671,"Club House, CCTV, Play Area, Wifi",17,New,1948,E,99,91
PROP207672,"Security, Power Backup",8,Needs Renovation,4176,F,76,41
PROP207673,"Club House, Play Area, Pool, Intercom, Security",6,Old,2112,E,68,66
PROP207674,"Play Area, Garden, Wifi, CCTV",32,Good,2858,E,79,
PROP207675,"Garden, Wifi, Intercom, CCTV, Club House",6,Old,4795,F,96,54
PROP207676,"Garden, Lift",28,Old,2669,F,58,64
PROP207677,"Parking, Gym, Wifi, Lift",7,New,,F,75,68
PROP207678,"Play Area, Garden, CCTV, Security",16,Needs Renovation,3932,D,69,
PROP207679,"Lift, CCTV, Club House, Power Backup, Wifi",,Good,1736,F,54,62
PROP207680,"Garden, Wifi, Lift",9,Old,,F,92,77
PROP207681,"CCTV, Intercom, Club House",19,Old,1340,E,85,
PROP207682,"Garden, Club House",35,Needs Renovation,3328,C,52,89
PROP207683,"CCTV, Pool",14,Old,3427,C,59,46
PROP207684,"Garden, Security",15,Good,3245,D,83,77
PROP207685,"Club House, Parking, Wifi",1,New,,B,59,
PROP207686,"Club House, Play Area",15,Needs Renovation,3021,F,51,67
PROP207687,"Wifi, Parking, Garden",25,New,1534,D,42,51
PROP207688,"Power Backup, CCTV, Lift, Gym, Club House",23,Old,2319,E,61,37
PROP207689,"Wifi, Security, Play Area, Gym, Pool",15,Good,583,E,75,69
PROP207690,"Lift, Garden, Power Backup, Gym",6,Good,4234,F,48,76
PROP207691,"Lift, Parking, Club House, CCTV, Intercom",15,Good,873,C,83,72
PROP207692,"Garden, Intercom, Lift, Wifi, Gym",26,Good,2480,C,99,54
PROP207693,"Security, Power Backup, Play Area, Garden",38,New,241,F,72,88
PROP207694,"Security, Parking, CCTV, Club House, Play Area",4,Needs Renovation,2108,D,90,89
PROP207695,"Parking, Pool, Power Backup, Security, CCTV",1,Good,988,F,50,82
PROP207696,"CCTV, Play Area",,New,2613,A,68,70
PROP207697,"Security, Pool, Club House",30,Old,2840,B,43,95
PROP207698,"Lift, Play Area",23,Good,1668,E,68,77
PROP207699,"Lift, Parking",11,Good,2549,A,,35
PROP207700,"Pool, Club House, Play Area",38,New,2576,C,79,81
PROP207701,"CCTV, Intercom, Parking, Gym, Security",36,Good,1746,F,56,78
PROP207702,"Garden, Pool",37,Good,3386,C,47,73
PROP207703,"Garden, Parking, Gym",11,Good,,C,49,35
PROP207704,"Club House, Parking, Lift, Power Backup, Garden",6,New,1245,D,76,81
PROP207705,"Gym, CCTV, Wifi",30,New,3473,A,73,
PROP207706,"CCTV, Wifi, Club House",29,Needs Renovation,3661,E,54,53
PROP207707,"Club House, Pool, Parking, Intercom",13,Good,3428,F,74,56
PROP207708,"Intercom, Pool, Parking, Security, Garden",2,Old,680,B,47,38
PROP207709,"Garden, Gym",8,Good,3038,F,81,84
PROP207710,"CCTV, Wifi, Garden, Intercom, Gym",35,Needs Renovation,2704,A,67,62
PROP207711,"Parking, Intercom, Play Area",19,Old,543,B,85,95
PROP207712,"Lift, Garden, CCTV, Play Area, Club House",28,Good,2201,E,69,68
PROP207713,"Gym, Intercom",16,Good,2145,C,90,56
PROP207714,"Lift, CCTV, Intercom, Power Backup, Wifi",19,New,2774,C,85,52
PROP207715,"Intercom, Play Area, Wifi",34,Old,1272,F,81,93
PROP207716,"Lift, Garden, Parking, Pool",38,Needs Renovation,2717,E,60,99
PROP207717,"CCTV, Power Backup, Pool, Play Area",19,Old,3050,B,45,54
PROP207718,"Gym, Play Area, Parking, Club House",25,New,,B,79,31
PROP207719,"Power Backup, Security, Lift",13,Old,2760,E,44,36
PROP207720,"Parking, Play Area",0,Old,781,A,93,81
PROP207721,"Play Area, Pool",35,Needs Renovation,,B,91,62
PROP207722,"Intercom, Pool",10,New,,F,,48
PROP207723,"Power Backup, Security, Play Area",17,Good,1157,D,50,62
PROP207724,"Pool, Gym, Intercom, Play Area",7,Old,2608,C,69,46
PROP207725,"Intercom, Power Backup, Pool, Gym, CCTV",,New,2783,E,95,77
PROP207726,"Pool, Garden, Power Backup",25,Good,3117,A,82,39
PROP207727,"Parking, Club House, Pool, Play Area",3,Needs Renovation,2128,C,,81
PROP207728,"Power Backup, Play Area, Garden, Gym",39,Needs Renovation,1368,F,62,47
PROP207729,"Club House, CCTV, Play Area",36,New,2256,D,47,87
PROP207730,"Wifi, Garden, Play Area, Power Backup, Pool",10,Needs Renovation,,B,70,32
PROP207731,"CCTV, Garden, Pool, Wifi",14,New,1435,F,40,53
PROP207732,"Play Area, Parking, Power Backup, CCTV, Security",25,Good,3216,A,82,86
PROP207733,"Parking, Wifi, Power Backup",13,New,3236,E,80,79
PROP207734,"Play Area, Intercom",0,New,0,A,73,36
PROP207735,"Garden, Power Backup, Gym",6,Needs Renovation,3277,F,53,58
PROP207736,"Play Area, Lift, CCTV, Club House",26,Old,2111,C,52,68
PROP207737,"Play Area, Power Backup, Lift",32,Needs Renovation,3784,A,56,55
PROP207738,"Pool, Club House, Garden, Power Backup",21,New,3099,A,64,39
PROP207739,"CCTV, Parking, Power Backup, Intercom, Lift",5,Good,2724,C,77,54
PROP207740,"Power Backup, Parking, Security, Garden, CCTV",14,New,,F,62,90
PROP207741,"Club House, CCTV, Intercom",10,Good,354,C,89,61
PROP207742,"Parking, Wifi, Club House",36,Needs Renovation,1807,E,79,33
PROP207743,"Power Backup, Garden",15,Old,1429,E,65,
PROP207744,"Play Area, Security",35,Old,3511,F,72,87
PROP207745,"Play Area, Club House, Lift",19,New,1462,C,97,35
PROP207746,"Play Area, Power Backup, CCTV",13,Old,2985,F,76,61
PROP207747,"Wifi, CCTV",21,Old,4455,B,69,45
PROP207748,"Power Backup, Play Area, Lift, Intercom, Security",23,New,1317,B,98,74
PROP207749,"Pool, Gym, Lift",15,Needs Renovation,4264,E,46,81
PROP207750,"CCTV, Parking, Club House, Pool, Security",37,Needs Renovation,3817,D,68,70
PROP207751,"Pool, Security, Wifi, Garden",2,Good,4530,E,57,96
PROP207752,"Lift, Club House, Play Area, Garden",2,Old,2544,B,59,42
PROP207753,"CCTV, Security, Pool, Power Backup",5,Needs Renovation,3142,D,84,31
PROP207754,"Lift, Club House",28,Needs Renovation,274,E,81,82
PROP207755,"Parking, Gym",32,Needs Renovation,3142,C,73,98
PROP207756,"Lift, Intercom, Wifi",26,Old,1881,E,74,40
PROP207757,"Parking, Gym, Garden",37,Old,2903,A,85,70
PROP207758,"Club House, Wifi, Power Backup, Pool",17,Needs Renovation,2127,D,54,51
PROP207759,"CCTV, Parking, Power Backup, Play Area",4,Needs Renovation,2980,A,56,48
PROP207760,"Security, Wifi, Lift, CCTV, Intercom",0,New,2850,E,47,77
PROP207761,"Play Area, Parking, Intercom",16,Good,1425,C,56,90
PROP207762,"CCTV, Parking, Play Area",34,Needs Renovation,1451,F,63,39
PROP207763,"Club House, Power Backup, Security",25,New,4419,A,89,47
PROP207764,"Lift, Play Area, Wifi, Garden",29,New,4770,F,82,65
PROP207765,"Club House, Pool, Security, CCTV, Gym",14,New,4330,D,77,95
PROP207766,"Garden, CCTV",12,New,2054,B,78,70
PROP207767,"Power Backup, CCTV, Garden, Play Area",19,Good,1265,D,52,91
PROP207768,"Play Area, CCTV, Lift, Parking",11,Good,5074,F,51,36
PROP207769,"Pool, Parking, Club House, Gym, Lift",15,Old,2973,F,67,49
PROP207770,"Security, CCTV, Club House",16,Needs Renovation,2553,F,82,53
PROP207771,"Club House, Garden, Pool, Security, Wifi",33,New,4867,E,53,36
PROP207772,"Power Backup, Gym, Wifi, Club House",7,Old,2031,F,93,50
PROP207773,"CCTV, Club House",2,Old,3299,C,66,90
PROP207774,"Security, Gym",22,New,3417,F,75,70
PROP207775,"Play Area, Pool, Intercom",16,Old,3032,D,72,39
PROP207776,"Club House, Lift, CCTV, Pool",10,Needs Renovation,4247,B,70,67
PROP207777,"Power Backup, Club House, Garden, Parking",25,New,2598,D,49,78
PROP207778,"Garden, Club House, Play Area",32,Old,2729,A,51,76
PROP207779,"Play Area, Power Backup, Pool",7,New,2504,D,91,95
PROP207780,"Garden, Wifi",36,New,1931,D,44,63
PROP207781,"Gym, Play Area, Security, CCTV",16,Needs Renovation,3419,D,,
PROP207782,"Security, Play Area, Garden",22,Good,,B,58,61
PROP207783,"Play Area, Parking",28,Old,1391,B,53,84
PROP207784,"Power Backup, CCTV, Garden",36,Good,4816,F,87,50
PROP207785,"CCTV, Intercom, Power Backup, Garden, Lift",9,Old,319,F,84,34
PROP207786,"Security, Parking, Power Backup",1,New,2981,C,73,59
PROP207787,"Club House, Lift, Pool",17,Good,2581,C,40,99
PROP207788,"Intercom, Parking, CCTV, Club House, Wifi",1,New,3117,C,94,30
PROP207789,"Club House, Wifi, Pool, Garden, Play Area",27,Good,1221,C,60,68
PROP207790,"Power Backup, Intercom, Wifi, Lift, Gym",30,Needs Renovation,3475,C,59,80
PROP207791,"CCTV, Lift",13,Needs Renovation,2281,D,79,78
PROP207792,"Power Backup, Club House, Garden",4,Old,2212,B,77,61
PROP207793,"Power Backup, Garden",0,Needs Renovation,,D,73,58
PROP207794,"Intercom, Security",6,New,2192,C,67,37
PROP207795,"Play Area, Pool, CCTV",32,New,3999,A,79,70
PROP207796,"Intercom, Garden, Play Area, Wifi, Security",25,Good,1379,A,,67
PROP207797,"Pool, Power Backup, Play Area, Wifi",31,New,66,A,61,44
PROP207798,"Intercom, Security",39,New,3942,D,61,50
PROP207799,"Club House, Lift, Play Area",35,Old,3147,F,96,52
PROP207800,"Power Backup, Security, Gym, Parking, Wifi",4,New,2842,D,57,97
PROP207801,"CCTV, Gym, Parking",6,Needs Renovation,2171,D,75,94
PROP207802,"Parking, Security, Lift",15,New,2264,B,41,71
PROP207803,"Play Area, Gym",22,Good,1460,D,74,63
PROP207804,"Parking, Lift, CCTV, Gym",11,Needs Renovation,1346,A,99,70
PROP207805,"Power Backup, Parking, Pool",10,Good,3359,C,76,35
PROP207806,"Play Area, Garden",35,New,3562,D,82,34
PROP207807,"Power Backup, Play Area, Garden, Pool",21,Needs Renovation,1655,E,61,
PROP207808,"Security, Play Area, Wifi, Lift, Parking",5,New,3384,B,85,36
PROP207809,"CCTV, Garden, Pool",28,Old,304,D,,94
PROP207810,"Intercom, Garden, Parking, Power Backup, Pool",15,New,3144,A,74,67
PROP207811,"Power Backup, Gym, Play Area",33,Old,1569,C,75,31
PROP207812,"Security, Wifi",16,New,430,B,58,54
PROP207813,"Intercom, Wifi, Lift, CCTV",6,Needs Renovation,827,C,44,34
PROP207814,"Club House, Security, Intercom, Lift, Gym",16,New,1745,E,42,51
PROP207815,"Parking, Garden",18,New,2536,B,67,96
PROP207816,"Lift, Play Area, Parking, Pool, Club House",28,Good,3023,D,61,49
PROP207817,"Gym, Garden",22,Old,1341,F,40,53
PROP207818,"Gym, Lift, CCTV, Security",4,Good,4795,F,95,92
PROP207819,"Lift, Wifi, Intercom, Garden",20,New,2928,E,60,70
PROP207820,"Intercom, Wifi",13,New,3160,F,90,73
PROP207821,"CCTV, Lift, Power Backup",23,Old,1610,A,51,31
PROP207822,"Power Backup, Lift, Intercom",16,Good,3919,F,77,69
PROP207823,"Wifi, Pool, Gym, Play Area",13,Old,1243,C,54,47
PROP207824,"Club House, Intercom, Play Area, Power Backup, Gym",,Good,3255,B,,35
PROP207825,"Power Backup, Club House, Play Area, Gym, Pool",15,Needs Renovation,4830,C,52,54
PROP207826,"Wifi, Security",16,Old,2092,E,,71
PROP207827,"Power Backup, Wifi, Club House, CCTV",5,New,2854,A,41,89
PROP207828,"CCTV, Gym, Wifi, Lift",30,Good,5556,E,50,65
PROP207829,"Wifi, Garden",39,New,4180,C,73,48
PROP207830,"Lift, Parking, Power Backup, CCTV, Garden",8,New,1915,D,45,83
PROP207831,"Lift, Pool",,Good,2500,C,43,43
PROP207832,"Security, Garden, Club House, Gym",37,New,4113,E,70,75
PROP207833,"Intercom, Garden, Pool, Play Area",14,Old,3406,D,42,90
PROP207834,"Garden, Wifi, Intercom, Play Area, Gym",9,Old,2636,A,73,77
PROP207835,"Club House, Gym, Lift, Parking",38,Old,1382,B,84,99
PROP207836,"Play Area, Parking, Gym, Power Backup, Intercom",3,Old,2569,B,67,78
